,PLM,Optimizer,Accuracy,Precision,Recall,F1_score,ROC_AUC_score,Cohen_kappa_coef,Matthews_corrcoef,Log_loss
-,bert,adam,0.69,0.68,0.69,0.68,0.65,0.32,0.32,0.0
