,PLM,Optimizer,Accuracy,Precision,Recall,F1_score,ROC_AUC_score,Cohen_kappa_coef,Matthews_corrcoef,Log_loss
-,klue/bert-base,RAdam,0.905,0.905,0.905,0.905,0.9,0.803,0.803,3.426
