,PLM,Optimizer,Accuracy,Precision,Recall,F1_score,ROC_AUC_score,Cohen_kappa_coef,Matthews_corrcoef,Log_loss
-,klue/bert_-base,RAdam,0.922,0.921,0.922,0.921,0.895,0.803,0.803,2.814
